Formula,JARVIS-ID,spg_symbol,Nwan,vqe_max_val(eV),vqe_min_val(eV),np_max_vals(eV),np_min_vals(eV)
Be2SiTc,JVASP-70364,I-4m2,12,208.2367859,-1.45E-06,208.236786,-1.23E-05
Be2TlFe,JVASP-70365,P4/mmm,12,148.7274108,-4.374853684,148.7274116,-4.374855117
Be2FeHg,JVASP-70369,I-4m2,12,160.6462633,-10.80127098,160.6462641,-10.80127713
Be2TlMo,JVASP-70376,I-4m2,12,179.1256202,-8.522970805,179.1256203,-8.522971975
Be2NbOs,JVASP-70418,P4mm,12,183.4357369,-1.12E-06,183.4357373,-2.32E-05
Be2CuBr,JVASP-70434,P4/mmm,12,12.65018928,-26.41710541,12.65018945,-26.41710811
YMnBe2,JVASP-70436,P4mm,12,172.1151521,-3.76E-06,172.1151565,-9.53E-06
Be2OsCl,JVASP-70446,I-4m2,12,313.9016043,-132.6835453,313.9018235,-132.6835458
Be2CoBr,JVASP-70473,I-4m2,12,133.3194238,-131.2379738,133.3194346,-131.2379741
TaBe2Sb,JVASP-70482,P4mm,12,196.1638915,-3.984490786,196.1638943,-3.984492149
Be2NbCo,JVASP-70484,F-43m,12,184.4200278,3.06E-07,184.4200279,0
Be2PdW,JVASP-70488,I-4m2,12,212.6474656,-7.95E-06,212.647466,-7.60E-05
Be2FeBr,JVASP-70506,P4mm,12,214.4318064,-43.19617796,214.4318065,-43.196178
Be2PdSe,JVASP-70510,I-4m2,12,111.9204418,-62.46544951,111.9204424,-62.4654501
MnBe2Ga,JVASP-70519,I-4m2,12,247.0026424,-2.83E-05,247.0026431,-9.31E-05
TaBe2Tl,JVASP-70529,I-4m2,12,184.1321663,-23.60807926,184.1321667,-23.60807999
Be2CuMo,JVASP-70546,I-4m2,12,208.9248634,-2.08E-05,208.9248635,-6.12E-05
YMgBe2,JVASP-70581,Fm-3m,12,146.0319738,-2.23E-05,146.0319742,-3.96E-05
KBe2V,JVASP-70583,Fm-3m,12,94.34961336,-2.28E-06,94.34961352,-5.81E-06
LiBe2Se,JVASP-70598,I-4m2,12,181.1115062,-33.62516812,181.1115073,-33.6251686
Be2NbCo,JVASP-70618,P4/mmm,12,245.696887,-6.39E-05,245.6968876,-0.000127289
Be2GePb,JVASP-70619,I-4m2,12,104.0243131,-78.72086011,104.0243135,-78.72086052
MnBe2Tc,JVASP-70620,F-43m,12,198.0614825,-8.09E-06,198.0614826,-1.60E-05
HfBe2Fe,JVASP-70621,P4mm,12,196.6455552,-3.55E-05,196.6455556,-6.01E-05
KBe2Co,JVASP-70631,P4mm,12,273.1978631,-1.53E-07,273.1978635,-3.72E-06
YBe2Ir,JVASP-70649,P4mm,12,216.3985359,-1.57E-06,216.398536,-8.68E-06
MgBe2Os,JVASP-70651,I-4m2,12,295.8494249,-0.765773004,295.8494455,-0.792810968
NaBe2Pd,JVASP-70662,I-4m2,12,156.6540136,-22.71985179,156.654014,-22.71985233
Be2TlCu,JVASP-70665,P4/mmm,12,109.5523278,-12.98409209,109.5523313,-12.98409285
KBe2Fe,JVASP-70687,I-4m2,12,73.85418678,-11.37976381,73.85418715,-11.37976524
Be2CoGe,JVASP-70689,I-4m2,12,176.7468527,-3.96E-05,176.7468531,-0.000201332
Be2CrP,JVASP-70707,I-4m2,12,236.4245534,4.16E-06,236.4246893,-0.000553323
Be2FeSn,JVASP-70719,I-4m2,12,175.6208528,-1.54E-05,175.620853,-0.000112773
CaBe2Ni,JVASP-70725,I4/mmm,12,189.3900384,-0.000315163,189.3900397,-0.000616603
BeW2Se,JVASP-70734,P4mm,12,191.0303368,-6.24E-05,191.0305297,-0.000131335
NaBeV2,JVASP-70740,P4mm,12,142.0260668,3.16E-07,142.0260678,-0.005483921
BeNi2Mo,JVASP-70748,P4mm,12,229.5023288,-2.90E-05,229.5023294,-0.0001399
BeBiSe2,JVASP-70751,P4mm,12,240.6662795,-12.02954082,240.6662799,-12.02957508
SrBeV2,JVASP-70753,P4mm,12,225.1589345,-0.000318004,225.1589347,-0.001032414
KNa2Be,JVASP-70761,P4mm,12,49.41063435,-0.000457056,49.41063446,-0.001723702
MnBeSe2,JVASP-70766,P4mm,12,105.4005217,-0.500279107,105.4005219,-0.500289061
BeIn4Re,JVASP-70770,F-43m,18,74.1912895,-27.10479687,74.19128964,-27.10721123
BeCoPt2,JVASP-70772,P4mm,12,167.8932752,-8.42E-06,167.8932754,-4.59E-05
BeCoTe2,JVASP-70774,P4mm,12,147.9731619,-0.000142102,147.9731754,-0.00270577
CaBeSi2,JVASP-70778,P4mm,12,277.2144544,-0.000179515,277.2150696,-0.004157523
BeNb2Fe,JVASP-70780,P4mm,12,230.3061295,-0.000341798,230.3061298,-0.000820572
Na2BeBr,JVASP-70791,P4/mmm,12,71.58505178,-0.03573207,71.58508047,-0.036754715
BeNb2Fe,JVASP-70800,P4mm,12,230.8242778,-0.000183514,230.8242784,-0.000825416
CaBeMo2,JVASP-70807,P4mm,12,185.772314,-5.38E-06,185.7723141,-9.63E-05
BeCo4Sb,JVASP-70810,F-43m,18,137.4778812,-5.519573874,137.4778849,-5.519576773
BeCoPd2,JVASP-70828,P4mm,12,152.185404,-7.83E-06,152.1854047,-1.81E-05
Ca4BeIr,JVASP-70834,F-43m,18,128.9313095,-22.5357581,128.9313098,-22.53575816
Ta2BeCo,JVASP-70839,P4mm,12,216.2361111,-5.58E-05,216.2361147,-0.00021212
HfBeSi2,JVASP-70840,P4mm,12,172.1979394,-0.000378303,172.1979406,-0.000818542
Be2TlIr,JVASP-70841,P4/mmm,12,139.4849865,-10.51571226,139.4850044,-10.51576698
LiSc2Be,JVASP-70842,P4mm,12,148.8991021,-2.77E-05,148.8991056,-0.00046463
BeV2Fe,JVASP-70845,P4mm,12,243.6540291,-7.90E-05,243.6540293,-0.000570357
MgMn2Be,JVASP-70851,P4mm,12,207.3126521,-0.000244154,207.3126526,-0.001756075
Ca4BeP,JVASP-70854,F-43m,18,109.5447669,-22.6906668,109.5447672,-22.69216005
BeMoP2,JVASP-70858,P4mm,12,125.3882155,-0.000272587,125.3882156,-0.004438016
MgBeV2,JVASP-70859,P4mm,12,190.8573052,-3.11E-06,190.8573054,-2.10E-05
HfBe2V,JVASP-70864,Cmmm,12,306.4334852,-12.77170535,306.4349697,-12.77170621
MgBeSe2,JVASP-70868,P4mm,12,227.628735,-79.7377781,227.6287351,-79.7377782
Mn2BeCl,JVASP-70873,P4mm,12,168.8866558,-3.284227739,168.9821223,-3.28456012
Sc2BeCl,JVASP-70876,P4mm,12,104.6184861,-3.57E-05,104.6184893,-9.87E-05
KBe2Pt,JVASP-70879,P4/mmm,12,288.8104278,-86.54105213,288.8112931,-86.54105238
BeZn2Co,JVASP-70885,P4mm,12,204.095988,-5.20E-05,204.0959887,-0.000187922
NaBePd2,JVASP-70888,P4mm,12,170.2723598,-2.19E-05,170.2723599,-9.63E-05
BeRu2Pb,JVASP-70891,P4mm,12,207.2114058,-5.65E-06,207.2116091,-2.00E-05
SrBe2Cr,JVASP-70892,Cmmm,12,298.0604963,-76.03689006,298.0712981,-76.03689048
Be2IrBr,JVASP-70893,Cmmm,12,40.26860283,-13.72058997,40.26866528,-13.72059059
Mn2BeHg,JVASP-70900,P4mm,12,179.786716,-0.000291567,179.7867165,-0.000716733
ScTaBe2,JVASP-70911,P4/mmm,12,230.0802793,-3.51E-07,230.0802805,-4.03E-06
BeCdSe2,JVASP-70913,P4mm,12,238.161984,-86.22423623,238.1619842,-86.22423653
BeCoPd2,JVASP-70916,P4mm,12,154.4838308,-7.44E-06,154.4838329,-1.36E-05
BeMoOs2,JVASP-70920,P4mm,12,263.6927676,-3.92E-05,263.6927681,-0.00018212
BeNb2In,JVASP-70922,P4mm,12,149.4071897,-2.40E-09,149.4072067,-1.15E-05
BeNb2Ir,JVASP-70927,P4mm,12,198.0702828,4.84E-07,198.0721557,-9.49E-06
BeFeOs2,JVASP-70937,P4mm,12,213.2140073,-1.22E-07,213.2140083,-5.40E-05
NaBePd2,JVASP-70938,P4mm,12,170.2750117,-5.58E-05,170.2750117,-9.48E-05
Li2BeFe,JVASP-70941,P4mm,12,205.7989597,-0.000242761,205.79896,-0.00194168
BeBiIr2,JVASP-70944,P4mm,12,184.2233431,-5.32E-06,184.2233499,-4.27E-05
CaBe2Cr,JVASP-70953,P4/mmm,12,339.1989282,-28.7986765,339.1989325,-28.79868442
BeNbOs2,JVASP-70954,P4mm,12,233.4543507,-0.000276726,233.4543511,-0.000343441
Ca2BeBi,JVASP-70958,P4mm,12,56.49382555,-2.637563505,56.4938263,-2.637565137
HfBeP2,JVASP-70964,P4mm,12,162.4485322,-46.71488749,162.4485324,-46.71488784
Na4SrBe,JVASP-70969,F-43m,18,52.21579662,-8.124213002,52.2157968,-8.128892597
Ti2BeMo,JVASP-70972,P4mm,12,174.3697859,-1.27E-05,174.3697862,-0.00035986
MgTa2Be,JVASP-70976,P4mm,12,193.0436581,-1.79E-05,193.0436582,-6.08E-05
Sc2BeIr,JVASP-70978,P4mm,12,201.0157808,-2.31E-05,201.015783,-0.000226817
BeZn2Cr,JVASP-70980,P4mm,12,196.0135174,-3.63E-05,196.0135179,-0.000209306
SrCaBe2,JVASP-70987,P4/mmm,12,89.16866789,-2.088973462,89.16866795,-2.088976079
Ti2BeCl,JVASP-71004,P4mm,12,123.3856915,-2.17E-05,123.3856926,-7.79E-05
BeOs2Cl,JVASP-71008,P4mm,12,171.1421229,-2.12599713,171.1421254,-2.125997777
Sc2BeBr,JVASP-71009,P4/mmm,12,134.0427129,-0.000207096,134.0427226,-0.000731878
Mg2BeFe,JVASP-71013,P4mm,12,201.2892028,-1.91E-05,201.2892032,-0.000162984
Sc2BeRh,JVASP-71014,P4mm,12,170.4722683,-0.000311184,170.4722687,-0.000486481
BeZn2Fe,JVASP-71021,P4mm,12,139.9230235,-3.23E-05,139.9230246,-8.12E-05
LiSc2Be,JVASP-71023,P4mm,12,148.5617652,-0.000161101,148.5617673,-0.00036987
